klo	k	kup	kwlo	kw	kwup
j11_j13	-0.0449377946129385	0.0941490941490941	0.233235982911127	-0.0111866800631706	0.182663467306539	0.376513614676248
j11_j14	-0.0720375404324304	0.017326092578226	0.106689725588883	0.207902634015774	0.312602291325695	0.417301948635617
j11_j15	0.0438648603252038	0.150659871945642	0.257454883566081	0.141359387682356	0.281556929792652	0.421754471902947
j11_j16	-0.0209451307000207	0.063288098955206	0.147521328610433	0.0954170118916576	0.2101560501407	0.324895088389743
j11_j17	-0.0604768767480927	0.0599130068752631	0.180302890498619	0.192480755124629	0.348101265822785	0.503721776520941
j11_j18	0.100640073106902	0.229907588910669	0.359175104714437	0.226403658066851	0.39038550859266	0.55436735911847
j11_j19	0.00342018127573819	0.109364767518009	0.21530935376028	0.294241348962901	0.413704653719311	0.533167958475721
j11_j20	-0.0189964568874739	0.0832795351839897	0.185555527255453	0.153492156269544	0.284867975626269	0.416243794982995
j11_j21	-0.094708504853884	-0.036150126640571	0.0224082515727419	0.0783406188359268	0.17083144025443	0.263322261672933
j11_j22	-0.130043460258192	-0.0423452768729642	0.0453529065122635	0.193161453370909	0.302594171997157	0.412026890623404
j11_j23	-0.00819045912612353	0.114799446749654	0.237789352625432	0.162503041952162	0.325603407477519	0.488703773002876
j11_j24	0.0273804827256344	0.154572354515993	0.281764226306351	0.186910393146111	0.342105263157895	0.497300133169679
j11_j25	0.0809376093772161	0.196205033601265	0.311472457825314	0.362549910424637	0.481608366390191	0.600666822355744
klo	k	kup	kwlo	kw	kwup
j12_j1	-0.065758187298485	0.0275526742301459	0.120863535758777	0.208325754641917	0.33314653964696	0.457967324652003
j12_j2	-0.0743865137966541	0.0384615384615384	0.151309590719731	0.0642457521284458	0.260344196265104	0.456442640401763
j12_j3	0.0339970537199035	0.145186743819043	0.256376433918182	0.317684360452765	0.467945922372437	0.61820748429211
j12_j4	-0.0974292226868347	0.00281257990283812	0.103054382492511	0.0627651367047433	0.212993971868721	0.363222807032698
j12_j5	-0.0661944923112136	0.0407673860911271	0.147729264493468	0.214340138210069	0.36317489616982	0.51200965412957
j12_j6	0.0854560689377728	0.208614426569798	0.331772784201822	0.196067674573674	0.382042893493275	0.568018112412877
j12_j7	-0.0207361168562247	0.0849008642602949	0.190537845376815	0.0369315481190786	0.192015209125475	0.347098870131872
j12_j8	0.0240208261732995	0.128127369219105	0.232233912264911	0.148819824373504	0.289737171464331	0.430654518555158
j12_j9	0.0534910596685671	0.171763506625892	0.290035953583217	0.239868558816184	0.393165122963909	0.546461687111634
j12_j10	-0.0545205583264521	0.0293647868288487	0.11325013198415	0.152212155558662	0.273150543197103	0.394088930835543
j12_j11	0.00427106477513044	0.122925381190123	0.241579697605115	0.363865064371305	0.496086105675147	0.628307146978988
j12_j13	-0.0810723370062996	0.0326481257557437	0.146368588517787	-0.00838840533068652	0.180855959502991	0.370100324336668
j12_j14	0.0501260832419396	0.159770846594526	0.269415609947112	0.196162147952922	0.341296928327645	0.486431708702368
j12_j15	0.0783175380383399	0.196474857439088	0.314632176839835	0.182099865141883	0.355426074289876	0.528752283437869
j12_j16	-0.00619490491040856	0.0947420634920635	0.195679031894536	0.149864405054527	0.299632872070036	0.449401339085545
j12_j17	-0.00955222892889025	0.104556228601528	0.218664686131945	0.255203248983686	0.410989010989011	0.566774772994336
j12_j18	-0.00799376038125608	0.106673673147662	0.221341106676579	0.0651930747996361	0.247186651144741	0.429180227489847
j12_j19	0.10572836231097	0.225806451612903	0.345884540914836	0.393192707328208	0.540270848182466	0.687348989036724
j12_j20	-0.0381694321631127	0.0728817924285347	0.183933017020182	0.257830665614224	0.398132134209616	0.538433602805007
j12_j21	-0.0185307779937236	0.0685132981983086	0.155557374390341	0.142281273998563	0.274948024948025	0.407614775897486
j12_j22	0.00222414562172658	0.11219763252702	0.222171119432313	0.210983691005075	0.350601970083911	0.490220249162747
j12_j23	0.0942859049181239	0.213527329925285	0.332768754932446	0.321007487504902	0.481757877280265	0.642508267055628
j12_j24	0.133322791711793	0.25670294664189	0.380083101571987	0.205329293988271	0.373121511378274	0.540913728768277
j12_j25	-0.0155827126195165	0.101527403414196	0.218637519447908	0.252051548279332	0.426092759426093	0.600133970572853
klo	k	kup	kwlo	kw	kwup
j13_j1	-0.0752582692265117	-0.00683207479323985	0.061594119640032	0.0842292726119073	0.189989723750226	0.295750174888545
j13_j2	0.0126905047166679	0.126226643366044	0.23976278201542	0.0588079519129882	0.236921945389353	0.415035938865718
j13_j3	0.00391991267739501	0.118387909319899	0.232855905962404	0.062515251586603	0.248641775517281	0.434768299447959
j13_j4	0.0543721464851401	0.155254063739921	0.256135980994701	0.0267284734085406	0.159184294627911	0.291640115847281
j13_j5	0.0208567241268685	0.142489638416464	0.26412255270606	0.142941139170205	0.298806741296592	0.45467234342298
j13_j6	0.0657462705885994	0.18252479228089	0.29930331397318	0.231407259151254	0.380522911542316	0.529638563933377
j13_j7	0.00527134517642128	0.102855698761688	0.200440052346955	0.0701977995715338	0.207211120764552	0.34422444195757
j13_j8	-0.0667491368171433	0.0158216020929364	0.098392341003016	0.126896098296766	0.238101864736989	0.349307631177211
j13_j9	-0.0260099816761322	0.0797546012269939	0.18551918413012	0.125448208713767	0.274760142026139	0.42407207533851
j13_j10	-0.103753032964217	-0.0427528675703858	0.0182472978234455	0.106244865443428	0.197787755996057	0.289330646548687
j13_j11	-0.0449377946129385	0.0941490941490941	0.233235982911127	-0.0111866800631706	0.182663467306539	0.376513614676248
j13_j12	-0.0810723370062996	0.0326481257557437	0.146368588517787	-0.00838840533068652	0.180855959502991	0.370100324336668
j13_j14	-0.0303047225177829	0.0662573548222052	0.162819432162193	0.0894201901690919	0.214229867083659	0.339039543998226
j13_j15	-0.0428798335298459	0.0592288326487346	0.161337498827315	0.0792141579666968	0.218615092384735	0.358016026802773
j13_j16	-0.0155172091284221	0.0662037591284568	0.147924727385336	0.0907063999892641	0.196886390313214	0.303066380637164
j13_j17	-0.0648710885490198	0.0593850905517339	0.183641269652488	0.111684692870446	0.296187683284458	0.480690673698469
j13_j18	-0.0862409181476643	0.0384615384615385	0.163163995070741	-0.032884249330981	0.159392175881022	0.351668601093024
j13_j19	-0.0454399328456304	0.0614672835426306	0.168374499930892	0.104294502811241	0.257941329630272	0.411588156449303
j13_j20	-0.012556780520668	0.0880667014069828	0.188690183334634	0.0785542462229932	0.209486166007905	0.340418085792816
j13_j21	-0.112210539798435	-0.053118851984724	0.00597283582898716	0.0504717124047882	0.148103220114689	0.24573472782459
j13_j22	-0.0139446199404646	0.0840094216173776	0.18196346317522	0.0751790318771449	0.205208421408641	0.335237810940138
j13_j23	0.0154816052824996	0.139367018323154	0.263252431363808	0.0659764863327862	0.256935270805812	0.447894055278838
j13_j24	0.0403884090844417	0.168193994078669	0.295999579072896	0.117151693693716	0.281141188363472	0.445130683033229
j13_j25	-0.0728815936812362	0.0393472825371759	0.151576158755588	0.197911155605831	0.352585399097027	0.507259642588222
klo	k	kup	kwlo	kw	kwup
j14_j1	0.132458739849517	0.258139854375601	0.383820968901685	0.449532400513254	0.584527220630372	0.71952204074749
j14_j2	0.0549217473642916	0.174960712414877	0.294999677465462	0.531121020900866	0.625905068382945	0.720689115865024
j14_j3	0.0745174053611098	0.185667752442997	0.296818099524884	0.4333449973714	0.542829643888354	0.652314290405308
j14_j4	0.0751798858914329	0.212271973466003	0.349364061040574	0.426411748770989	0.561586638830898	0.696761528890807
j14_j5	-0.0209410726715707	0.0911557243624525	0.203252521396476	0.442122901858574	0.543501611170784	0.644880320482994
j14_j6	0.0993579728464356	0.224296607941099	0.349235243035763	0.57728035947941	0.668794892258579	0.760309425037748
j14_j7	0.183658867473051	0.310438074634938	0.437217281796824	0.492531173019701	0.615384615384615	0.73823805774953
j14_j8	0.220013811838228	0.348669623059867	0.477325434281506	0.620047852447431	0.7165991902834	0.81315052811937
j14_j9	0.0254918080665317	0.145411517223245	0.265331226379958	0.384695204259762	0.516627996906419	0.648560789553077
j14_j10	0.0990038706501573	0.213359094672923	0.327714318695689	0.407084845981903	0.53551912568306	0.663953405384217
j14_j11	-0.0720375404324304	0.017326092578226	0.106689725588883	0.207902634015774	0.312602291325695	0.417301948635617
j14_j12	0.0501260832419396	0.159770846594526	0.269415609947112	0.196162147952922	0.341296928327645	0.486431708702368
j14_j13	-0.0303047225177829	0.0662573548222052	0.162819432162193	0.0894201901690919	0.214229867083659	0.339039543998226
j14_j15	0.190200548159698	0.319820432594205	0.449440317028712	0.630265851525056	0.7165991902834	0.802932529041745
j14_j16	0.195953078985409	0.322362052274927	0.448771025564445	0.598518455706489	0.701691896705254	0.804865337704018
j14_j17	-0.0253817503208722	0.0915254237288136	0.208432597778499	0.375960382117755	0.497607655502392	0.619254928887029
j14_j18	-0.0519631141532267	0.0466633216256899	0.145289757404606	0.358368524121101	0.460622104566512	0.562875685011922
j14_j19	0.0909577523320293	0.213438208238901	0.335918664145774	0.475075791187508	0.589041095890411	0.703006400593314
j14_j20	0.233492203588265	0.361499796223339	0.489507388858413	0.57559660611506	0.682306940371457	0.789017274627853
j14_j21	0.212204571648977	0.334073251942286	0.455941932235596	0.444314954005413	0.583333333333333	0.722351712661253
j14_j22	0.1465856738933	0.282801293770215	0.41901691364713	0.524127665349741	0.639175257731959	0.754222850114177
j14_j23	0.0381691479669965	0.148029818956336	0.257890489945676	0.428669810309559	0.536878216123499	0.645086621937438
j14_j24	0.0394955810697544	0.158766190412605	0.278036799755456	0.270777968806551	0.430379746835443	0.589981524864335
j14_j25	-0.0626800941756216	0.0412514192002019	0.145182932576025	0.436283199880924	0.538510502864418	0.640737805847912
klo	k	kup	kwlo	kw	kwup
j15_j1	0.0181346919000267	0.149351554873797	0.280568417847568	0.376520265975039	0.533167348390539	0.689814430806038
j15_j2	0.204589413676386	0.335456181641977	0.466322949607568	0.557886185309119	0.676307381873213	0.794728578437308
j15_j3	0.136075446829308	0.26166568222091	0.387255917612511	0.483501292047195	0.618204031765424	0.752906771483654
j15_j4	0.120539811306174	0.263560402209319	0.406580993112463	0.446650807033723	0.586860137041515	0.727069467049307
j15_j5	0.133164375795841	0.266357239107651	0.399550102419461	0.494906332899978	0.620954967187146	0.747003601474315
j15_j6	0.188583348490883	0.317047543997899	0.445511739504914	0.593392231854006	0.695681173920293	0.79797011598658
j15_j7	0.0955453787106417	0.218118091129685	0.340690803548727	0.438661602330289	0.568813797958465	0.69896599358664
j15_j8	0.220205610149764	0.358883031770908	0.497560453392051	0.607455668748702	0.711093990755008	0.814732312761314
j15_j9	0.105875498513694	0.229543039319872	0.35321058012605	0.383782581738706	0.52414661003618	0.664510638333654
j15_j10	-0.021987800537907	0.0803993694167105	0.182786539371328	0.376953114793357	0.506853895018388	0.636754675243419
j15_j11	0.0438648603252038	0.150659871945642	0.257454883566081	0.141359387682356	0.281556929792652	0.421754471902947
j15_j12	0.0783175380383399	0.196474857439088	0.314632176839835	0.182099865141883	0.355426074289876	0.528752283437869
j15_j13	-0.0428798335298459	0.0592288326487346	0.161337498827315	0.0792141579666968	0.218615092384735	0.358016026802773
j15_j14	0.190200548159698	0.319820432594205	0.449440317028712	0.630265851525056	0.7165991902834	0.802932529041745
j15_j16	0.130639891086383	0.250591638180384	0.370543385274385	0.558817714340185	0.674115456238361	0.789413198136538
j15_j17	0.0989868177277156	0.23032239326169	0.361657968795665	0.405662861345994	0.558375634517767	0.711088407689539
j15_j18	0.0292737114892002	0.140848737307993	0.252423763126785	0.385290768208684	0.497759791877439	0.610228815546194
j15_j19	0.136106919862393	0.267605633802817	0.399104347743241	0.543705226852971	0.657413914265636	0.771122601678301
j15_j20	0.238358807037923	0.377387859063252	0.516416911088581	0.526623195881889	0.656473775885427	0.786324355888965
j15_j21	0.115100449234227	0.231991525423729	0.34888260161323	0.418444650303203	0.558038692461641	0.697632734620079
j15_j22	0.121866310481016	0.257533847721648	0.39320138496228	0.533670929552627	0.649766511007338	0.765862092462049
j15_j23	0.0731390264351931	0.200342710267028	0.327546394098864	0.459899431744754	0.588966021191085	0.718032610637417
j15_j24	0.106363266026098	0.235776960090575	0.365190654155051	0.346377383945933	0.503379070243702	0.660380756541471
j15_j25	0.0237952464473466	0.140254074169126	0.256712901890906	0.427085617747215	0.54939693725437	0.671708256761526
klo	k	kup	kwlo	kw	kwup
j16_j1	0.118941797725629	0.236861051115911	0.354780304506192	0.462629450953599	0.60906958561376	0.755509720273922
j16_j2	0.0429336566185513	0.154040404040404	0.265147151462257	0.487503663450002	0.600771841107193	0.714040018764384
j16_j3	-0.0351549091554237	0.0554312701963709	0.146017449548165	0.360081717580571	0.493359944730176	0.62663817187978
j16_j4	-0.000201494489593446	0.12280701754386	0.245815529577313	0.414320845871071	0.555415843362673	0.696510840854274
j16_j5	-0.08425465920249	0.0037359900373599	0.0917266392772098	0.430294106663508	0.535198174596468	0.640102242529428
j16_j6	0.0882341643199183	0.205331966162522	0.322429768005127	0.416425293193398	0.543922268490978	0.671419243788558
j16_j7	0.181286827131933	0.30289775833789	0.424508689543846	0.513270104991066	0.640204271123491	0.767138437255916
j16_j8	0.185312641771091	0.317548746518106	0.44978485126512	0.628266278645281	0.728744219139097	0.829222159632912
j16_j9	0.0266311106228529	0.143158449775903	0.259685788928953	0.304146227688356	0.452109050102317	0.600071872516277
j16_j10	0.150774050780628	0.278520967984368	0.406267885188108	0.420086730199521	0.562595549515882	0.705104368832243
j16_j11	-0.0209451307000207	0.063288098955206	0.147521328610433	0.0954170118916576	0.2101560501407	0.324895088389743
j16_j12	-0.00619490491040856	0.0947420634920635	0.195679031894536	0.149864405054527	0.299632872070036	0.449401339085545
j16_j13	-0.0155172091284221	0.0662037591284568	0.147924727385336	0.0907063999892641	0.196886390313214	0.303066380637164
j16_j14	0.195953078985409	0.322362052274927	0.448771025564445	0.598518455706489	0.701691896705254	0.804865337704018
j16_j15	0.130639891086383	0.250591638180384	0.370543385274385	0.558817714340185	0.674115456238361	0.789413198136538
j16_j17	0.0256391646323036	0.129136601144563	0.232634037656823	0.428329611941406	0.542857142857143	0.65738467377288
j16_j18	-0.0640883208309845	0.0174934100167745	0.0990751408645334	0.2149897670602	0.327342194478825	0.43969462189745
j16_j19	0.0788839217917161	0.188562596599691	0.298241271407666	0.462262125979702	0.581963698728026	0.70166527147635
j16_j20	0.207695633681598	0.331908070550508	0.456120507419418	0.571374339686507	0.685143756732124	0.798913173777741
j16_j21	0.19255333834583	0.311480317317767	0.430407296289703	0.512403257627545	0.650438005390836	0.788472753154126
j16_j22	0.16163461666464	0.283202596700027	0.404770576735414	0.535514484410211	0.643510935542923	0.751507386675635
j16_j23	-0.0385787210968152	0.0609168417150624	0.16041240452694	0.378673791641644	0.505805916505392	0.632938041369139
j16_j24	-0.0214123854401222	0.0822227809906965	0.185857947421515	0.236474074298666	0.39209726443769	0.547720454576715
j16_j25	0.0411570979958044	0.143814369028415	0.246471640061026	0.34864365252371	0.468169972876669	0.587696293229627
klo	k	kup	kwlo	kw	kwup
j17_j1	-0.0396277322713715	0.0496982149736741	0.13902416221872	0.355137724344326	0.493282149712092	0.631426575079858
j17_j2	0.130414779437985	0.257286995515695	0.384159211593405	0.351625758466462	0.532219570405727	0.712813382344993
j17_j3	0.352341201613579	0.493029150823828	0.633717100034077	0.728611847085961	0.807807807807808	0.887003768529654
j17_j4	0.0269180612481561	0.144827586206897	0.262737111165637	0.168746525423851	0.347417840375586	0.526089155327321
j17_j5	0.146618113704144	0.285487456335345	0.424356798966545	0.577753580492474	0.683168316831683	0.788583053170892
j17_j6	0.0416777245781469	0.162679425837321	0.283681127096494	0.373207867306899	0.527186761229315	0.68116565515173
j17_j7	0.0281748781296153	0.128058302967205	0.227941727804794	0.331918390319334	0.465811965811965	0.599705541304597
j17_j8	0.0627099039169119	0.180103853511889	0.297497803106865	0.297296441934746	0.465217391304348	0.63313834067395
j17_j9	0.0421237746761453	0.156282450674974	0.270441126673803	0.418899922185718	0.544513457556935	0.670126992928153
j17_j10	-0.0691979119206717	0.000357015351660115	0.069911942623992	0.309128345022343	0.428070175438596	0.547012005854849
j17_j11	-0.0604768767480927	0.0599130068752631	0.180302890498619	0.192480755124629	0.348101265822785	0.503721776520941
j17_j12	-0.00955222892889025	0.104556228601528	0.218664686131945	0.255203248983686	0.410989010989011	0.566774772994336
j17_j13	-0.0648710885490198	0.0593850905517339	0.183641269652488	0.111684692870446	0.296187683284458	0.480690673698469
j17_j14	-0.0253817503208722	0.0915254237288136	0.208432597778499	0.375960382117755	0.497607655502392	0.619254928887029
j17_j15	0.0989868177277156	0.23032239326169	0.361657968795665	0.405662861345994	0.558375634517767	0.711088407689539
j17_j16	0.0256391646323036	0.129136601144563	0.232634037656823	0.428329611941406	0.542857142857143	0.65738467377288
j17_j18	-0.0600434817610859	0.053030303030303	0.166104087821692	0.141830565253685	0.303529411764705	0.465228258275725
j17_j19	0.136187684328021	0.262620533182076	0.389053382036131	0.446840344562368	0.587677725118483	0.728515105674598
j17_j20	0.0586919654159816	0.180100055586437	0.301508145756892	0.507025008521614	0.618138424821002	0.72925184112039
j17_j21	-0.0620696419045969	0.020200798354905	0.102471238614407	0.290504938563743	0.433098591549295	0.575692244534847
j17_j22	0.103130591225681	0.224011713030747	0.344892834835812	0.381163863815289	0.52755905511811	0.673954246420931
j17_j23	0.346504472356227	0.485238455715367	0.623972439074508	0.714942251085754	0.796703296703296	0.878464342320839
j17_j24	0.0367557773136969	0.164712778429074	0.292669779544451	0.210570339901348	0.382789317507418	0.555008295113489
j17_j25	0.0579728364243591	0.172378119746541	0.286783403068722	0.398288250650159	0.537525354969574	0.676762459288988
klo	k	kup	kwlo	kw	kwup
j18_j1	-0.0857753391750581	-0.00265764677458324	0.0804600456258916	0.134853126132752	0.246853110022647	0.358853093912541
j18_j2	0.0764670740282144	0.196840026333114	0.317212978638013	0.411370756491487	0.545909335796198	0.680447915100909
j18_j3	-0.0646668717185338	0.0400216333153056	0.144710138349145	0.196333378348176	0.349381912817176	0.502430447286175
j18_j4	-0.0483569455249502	0.0519529768676526	0.152262899260255	0.331501991750837	0.441142266442693	0.550782541134548
j18_j5	0.0151677897799731	0.134734239802225	0.254300689824477	0.253826744625037	0.395770392749244	0.537714040873452
j18_j6	0.0839260396434672	0.203863221091099	0.323800402538731	0.465042470744405	0.57229053692813	0.679538603111854
j18_j7	-0.0259674184677596	0.0738423028785982	0.173652024224956	0.31782302677623	0.431959274894462	0.546095523012695
j18_j8	-0.099799450297476	-0.0177485416408093	0.0643023670158574	0.223396192629351	0.334248865536183	0.445101538443015
j18_j9	0.0079901218081737	0.113924050632911	0.219857979457649	0.297393922315796	0.436272921661375	0.575151921006953
j18_j10	-0.0338283123648269	0.0390249619125747	0.111878236189976	0.102960982178035	0.202717024761537	0.30247306734504
j18_j11	0.100640073106902	0.229907588910669	0.359175104714437	0.226403658066851	0.39038550859266	0.55436735911847
j18_j12	-0.00799376038125608	0.106673673147662	0.221341106676579	0.0651930747996361	0.247186651144741	0.429180227489847
j18_j13	-0.0862409181476643	0.0384615384615385	0.163163995070741	-0.032884249330981	0.159392175881022	0.351668601093024
j18_j14	-0.0519631141532267	0.0466633216256899	0.145289757404606	0.358368524121101	0.460622104566512	0.562875685011922
j18_j15	0.0292737114892002	0.140848737307993	0.252423763126785	0.385290768208684	0.497759791877439	0.610228815546194
j18_j16	-0.0640883208309845	0.0174934100167745	0.0990751408645334	0.2149897670602	0.327342194478825	0.43969462189745
j18_j17	-0.0600434817610859	0.053030303030303	0.166104087821692	0.141830565253685	0.303529411764705	0.465228258275725
j18_j19	-0.055518432502117	0.0512087340785027	0.157935900659122	0.368738789174194	0.492626660826398	0.616514532478601
j18_j20	-0.00575695702417955	0.101757987937893	0.209272932899965	0.295007207478274	0.413889456825461	0.532771706172649
j18_j21	-0.0793203352761081	-0.0069078562229247	0.0655046228302587	0.132819814464838	0.246024049650892	0.359228284836945
j18_j22	-0.10908929628965	-0.0132102090547647	0.0826688781801203	0.272906386284655	0.384854698437389	0.496803010590123
j18_j23	0.0218183281565989	0.139090664514393	0.256363000872188	0.217127717568544	0.377016851918251	0.536905986267957
j18_j24	0.0477234964830983	0.172095548317047	0.296467600150995	0.30271675089829	0.446812369638161	0.590907988378032
j18_j25	0.14047976394405	0.261083743842364	0.381687723740679	0.495758602237181	0.614573485564686	0.733388368892191
klo	k	kup	kwlo	kw	kwup
j19_j1	0.0260996463282775	0.140131667338439	0.2541636883486	0.417835213007114	0.542660617591102	0.66748602217509
j19_j2	0.177848766187457	0.307911521237617	0.437974276287777	0.406454081483987	0.585766135395297	0.765078189306607
j19_j3	0.155900739737855	0.282021826536473	0.408142913335092	0.571189177176127	0.682825222495739	0.794461267815352
j19_j4	0.104106602742193	0.231929776436703	0.359752950131212	0.290961420809744	0.457810911555405	0.624660402301065
j19_j5	0.0258997301705039	0.144555603885747	0.263211477600991	0.458514251556121	0.572076716848834	0.685639182141547
j19_j6	0.159282341548171	0.283667621776504	0.408052902004837	0.53251265307693	0.643807734460623	0.755102815844316
j19_j7	0.0508254465580909	0.169084674228436	0.28734390189878	0.406356762983708	0.532352039251763	0.658347315519819
j19_j8	0.0592897081478925	0.1892263295314	0.319162950914908	0.362864748402831	0.518613607188704	0.674362465974576
j19_j9	0.0189150921628498	0.137480397281756	0.256045702400663	0.540607328568272	0.643731106952641	0.746854885337011
j19_j10	0.0578668011410838	0.156010230179028	0.254153659216972	0.318270930987919	0.467358645178913	0.616446359369906
j19_j11	0.00342018127573819	0.109364767518009	0.21530935376028	0.294241348962901	0.413704653719311	0.533167958475721
j19_j12	0.10572836231097	0.225806451612903	0.345884540914836	0.393192707328208	0.540270848182466	0.687348989036724
j19_j13	-0.0454399328456304	0.0614672835426306	0.168374499930892	0.104294502811241	0.257941329630272	0.411588156449303
j19_j14	0.0909577523320293	0.213438208238901	0.335918664145774	0.475075791187508	0.589041095890411	0.703006400593314
j19_j15	0.136106919862393	0.267605633802817	0.399104347743241	0.543705226852971	0.657413914265636	0.771122601678301
j19_j16	0.0788839217917161	0.188562596599691	0.298241271407666	0.462262125979702	0.581963698728026	0.70166527147635
j19_j17	0.136187684328021	0.262620533182076	0.389053382036131	0.446840344562368	0.587677725118483	0.728515105674598
j19_j18	-0.055518432502117	0.0512087340785027	0.157935900659122	0.368738789174194	0.492626660826398	0.616514532478601
j19_j20	0.156633486990859	0.286008512975422	0.415383538959985	0.579595216836001	0.685244250461642	0.790893284087282
j19_j21	-0.0388474346407171	0.059763008758372	0.158373452157461	0.38557116769653	0.507927829414981	0.630284491133432
j19_j22	0.0847172069438387	0.212266141510761	0.339815076077683	0.461132182813864	0.577687024317802	0.69424186582174
j19_j23	0.146125160205734	0.273032294142318	0.399939428078902	0.559010935359966	0.678484532499131	0.797958129638296
j19_j24	0.124791575810568	0.25207756232687	0.379363548843172	0.452019465731677	0.579633478178726	0.707247490625776
j19_j25	0.198136366028393	0.322337297020841	0.44653822801329	0.519368909622656	0.637102144093754	0.754835378564852
klo	k	kup	kwlo	kw	kwup
j20_j1	0.173358504844824	0.301968448973894	0.430578393102963	0.570232202529464	0.676601695655974	0.782971188782484
j20_j2	0.117679828555305	0.242321742659992	0.366963656764678	0.401008033378789	0.543963517081366	0.686919000783944
j20_j3	0.107969277693632	0.227636567897767	0.347303858101902	0.51307869756991	0.626329405001438	0.739580112432965
j20_j4	0.0184806545719135	0.147330164942689	0.276179675313465	0.393481263759899	0.527013848254339	0.660546432748779
j20_j5	0.0963575585752491	0.217081850533808	0.337806142492367	0.436849837125439	0.564894407301284	0.692938977477129
j20_j6	0.153175356536304	0.279821919601938	0.406468482667572	0.455246179719167	0.579331692991507	0.703417206263848
j20_j7	0.0991263535854093	0.230353767215771	0.361581180846133	0.520537998913018	0.638113079019074	0.755688159125129
j20_j8	0.112938677114778	0.254780652418448	0.396622627722117	0.449619680926446	0.582708177044261	0.715796673162076
j20_j9	0.12260865929319	0.244132077973743	0.365655496654296	0.502701888489011	0.614191693774113	0.725681499059215
j20_j10	0.0872280583881372	0.204315576534053	0.321403094679968	0.420421189542649	0.557631883578634	0.694842577614619
j20_j11	-0.0189964568874739	0.0832795351839897	0.185555527255453	0.153492156269544	0.284867975626269	0.416243794982995
j20_j12	-0.0381694321631127	0.0728817924285347	0.183933017020182	0.257830665614224	0.398132134209616	0.538433602805007
j20_j13	-0.012556780520668	0.0880667014069828	0.188690183334634	0.0785542462229932	0.209486166007905	0.340418085792816
j20_j14	0.233492203588265	0.361499796223339	0.489507388858413	0.57559660611506	0.682306940371457	0.789017274627853
j20_j15	0.238358807037923	0.377387859063252	0.516416911088581	0.526623195881889	0.656473775885427	0.786324355888965
j20_j16	0.207695633681598	0.331908070550508	0.456120507419418	0.571374339686507	0.685143756732124	0.798913173777741
j20_j17	0.0586919654159816	0.180100055586437	0.301508145756892	0.507025008521614	0.618138424821002	0.72925184112039
j20_j18	-0.00575695702417955	0.101757987937893	0.209272932899965	0.295007207478274	0.413889456825461	0.532771706172649
j20_j19	0.156633486990859	0.286008512975422	0.415383538959985	0.579595216836001	0.685244250461642	0.790893284087282
j20_j21	0.215995913449596	0.337031524827493	0.45806713620539	0.546441717963316	0.666172106824926	0.785902495686535
j20_j22	0.211448896845619	0.347702779353375	0.483956661861131	0.494112704339353	0.625628409455556	0.75714411457176
j20_j23	0.0324445207136416	0.149403210316916	0.26636189992019	0.553427721332766	0.642487939352171	0.731548157371575
j20_j24	-0.0189498216738054	0.105668684645019	0.230287190963844	0.198344571964324	0.372647427854454	0.546950283744584
j20_j25	-0.00171136025299587	0.105888363775706	0.213488087804407	0.410093481794856	0.528819466855999	0.647545451917143
klo	k	kup	kwlo	kw	kwup
j21_j1	0.357111842149972	0.497334348819497	0.637556855489023	0.685539223651986	0.787895927601809	0.890252631551633
j21_j2	0.00776776757420837	0.107928131674834	0.208088495775459	0.30073953231056	0.441044216837372	0.581348901364185
j21_j3	-0.0244497109898152	0.0674579144967906	0.159365539983396	0.300554135574497	0.448634035287421	0.596713935000346
j21_j4	0.00146509169837508	0.120603015075377	0.239740938452379	0.251401315785179	0.428676741614449	0.605952167443718
j21_j5	-0.00860057594055399	0.0865911582024114	0.181782892345377	0.266574997046762	0.406633134234518	0.546691271422273
j21_j6	0.0136396348321629	0.111562381012819	0.209485127193475	0.349504945599859	0.475546176762661	0.601587407925463
j21_j7	0.0742850809520327	0.190622383477533	0.306959686003033	0.350897414652565	0.502796768178993	0.654696121705421
j21_j8	0.12284100815076	0.239598278335724	0.356355548520689	0.428673883233859	0.571375326127469	0.71407676902108
j21_j9	-0.0357789374223484	0.065545321051929	0.166869579526206	0.333934298496861	0.467202654415518	0.600471010334175
j21_j10	0.120528902198326	0.258542875564152	0.396556848929979	0.39912797491874	0.564888384411653	0.730648793904566
j21_j11	-0.094708504853884	-0.036150126640571	0.0224082515727419	0.0783406188359268	0.17083144025443	0.263322261672933
j21_j12	-0.0185307779937236	0.0685132981983086	0.155557374390341	0.142281273998563	0.274948024948025	0.407614775897486
j21_j13	-0.112210539798435	-0.053118851984724	0.00597283582898716	0.0504717124047882	0.148103220114689	0.24573472782459
j21_j14	0.212204571648977	0.334073251942286	0.455941932235596	0.444314954005413	0.583333333333333	0.722351712661253
j21_j15	0.115100449234227	0.231991525423729	0.34888260161323	0.418444650303203	0.558038692461641	0.697632734620079
j21_j16	0.19255333834583	0.311480317317767	0.430407296289703	0.512403257627545	0.650438005390836	0.788472753154126
j21_j17	-0.0620696419045969	0.020200798354905	0.102471238614407	0.290504938563743	0.433098591549295	0.575692244534847
j21_j18	-0.0793203352761081	-0.0069078562229247	0.0655046228302587	0.132819814464838	0.246024049650892	0.359228284836945
j21_j19	-0.0388474346407171	0.059763008758372	0.158373452157461	0.38557116769653	0.507927829414981	0.630284491133432
